Order ID,Order Date,Ship Date,Delivery Date,Product type,SKU,Category,Price,Discount (%),Price_After_Discount,Number of products sold,Units Returned,Return Reason,Revenue generated,Profit,Customer Satisfaction Score,Customer demographics,Sales Channel,Payment Method,Region,Stock levels,Reorder Point,Stockout Risk,Lead time,Shipping times,Shipping costs,On-Time Delivery,Supplier name,Supplier Reliability Score,Manufacturing costs,Quality Score,Defect rates,Production volumes,Carrier Name,Transportation Mode
ORD1090,04/10/2023,08/10/2023,13/10/2023,Smartphones,SKU0090,Mid-Range,293.35,2.08,287.25,115,2,Defective,33033.75,15179.36,4.5,Unknown,Retail Store,Cash,East,69,61,No,16,5,122.54,Yes,Supplier 5,0.637,154.19,18.79,8.1209,312,UPS,Sea
ORD1091,21/02/2023,26/02/2023,27/02/2023,Tablets,SKU0091,Premium,973.67,10.55,870.95,135,1,Damaged in Shipping,117578.25,52569.87,5,Non-binary,Direct Sales,Cash,Central,92,90,No,17,1,22.08,Yes,Supplier 5,0.63,481.38,11.67,8.833,239,DHL,Road
ORD1092,03/06/2024,07/06/2024,16/06/2024,Headphones,SKU0092,Mid-Range,103.43,4.96,98.3,236,3,Defective,23198.8,15217.14,4.9,Male,Direct Sales,Cash,West,77,142,Yes,11,9,7.22,Yes,Supplier 3,0.845,33.79,67.16,3.2836,329,OnTrac,Road
ORD1093,27/03/2023,30/03/2023,02/04/2023,Smartwatches,SKU0093,Budget,91.93,7.61,84.93,454,2,Defective,38558.22,23304.76,5,Male,Wholesale,Invoice,East,148,303,Yes,5,3,35.38,Yes,Supplier 4,0.786,33.52,48.24,5.1762,633,FedEx,Road
ORD1094,20/12/2024,24/12/2024,03/01/2025,Headphones,SKU0094,Mid-Range,98.04,5.92,92.24,459,9,Wrong Item,42338.16,22919.47,4.8,Unknown,B2B,Digital Wallet,North,32,382,Yes,20,10,365.6,Yes,Supplier 4,0.767,41.51,51.33,4.8665,516,DHL,Air
ORD1095,22/08/2022,27/08/2022,08/09/2022,Headphones,SKU0095,Premium,286.4,1.59,281.85,243,2,Defective,68489.55,39095.08,4.8,Male,Retail Store,Credit Card,North,201,235,Yes,19,12,178.58,Yes,Supplier 3,0.598,120.23,4.47,9.5525,582,UPS,Sea
ORD1096,05/02/2024,08/02/2024,20/02/2024,Headphones,SKU0096,Mid-Range,100.93,8.97,91.88,115,4,Defective,10566.2,5033.52,3.9,Male,Direct Sales,Digital Wallet,Central,116,54,No,13,12,494.53,Yes,Supplier 1,0.564,43.81,8.75,9.1249,243,DHL,Air
ORD1097,26/06/2024,30/06/2024,01/07/2024,Smartwatches,SKU0097,Budget,106.88,1.22,105.58,420,50,Wrong Item,44343.6,23880.2,2,Female,B2B,Digital Wallet,Central,299,364,Yes,23,1,30.4,Yes,Supplier 5,0.542,48.65,45.36,5.4635,755,UPS,Road
ORD1098,20/04/2024,24/04/2024,25/04/2024,Smartwatches,SKU0098,Mid-Range,318.29,7.08,295.76,469,14,Defective,138711.44,63930.61,4.5,Unknown,Direct Sales,Digital Wallet,West,187,359,Yes,8,1,31.61,Yes,Supplier 3,0.675,159.38,34.02,6.5984,807,FedEx,Road
ORD1099,11/10/2022,14/10/2022,19/10/2022,Laptops,SKU0099,Premium,1704.27,14.93,1449.82,201,26,Wrong Item,291413.82,162350.42,1.7,Unknown,Wholesale,Credit Card,East,41,87,Yes,6,5,393.25,Yes,Supplier 5,0.646,640.15,76.19,2.3808,692,UPS,Air
ORD1100,16/12/2022,20/12/2022,01/01/2023,Headphones,SKU0100,Budget,29.66,4.19,28.42,365,20,Changed Mind,10373.3,5293.91,3.7,Non-binary,Direct Sales,Digital Wallet,East,188,292,Yes,18,12,637.34,Yes,Supplier 3,0.569,12.17,19.25,8.075,586,UPS,Air
ORD1101,07/01/2022,11/01/2022,19/01/2022,Smartwatches,SKU0101,Mid-Range,256.32,8.52,234.48,32,4,Damaged in Shipping,7503.36,3222.57,2.1,Male,Wholesale,Bank Transfer,North,209,20,No,3,8,518.55,No,Supplier 4,0.545,117.57,50.8,4.92,799,UPS,Air
ORD1102,19/10/2023,22/10/2023,30/10/2023,Smartphones,SKU0102,Mid-Range,206.37,6.3,193.37,324,45,Changed Mind,62651.88,26678.25,1.9,Unknown,Retail Store,Digital Wallet,Central,152,173,Yes,7,8,80.91,No,Supplier 4,0.692,110.78,92.11,0.7892,688,UPS,Sea
ORD1103,21/01/2022,25/01/2022,27/01/2022,Tablets,SKU0103,Budget,110.74,13.27,96.04,70,5,Not as Described,6722.8,4263.33,3,Male,B2B,Invoice,East,79,42,No,4,2,102.57,Yes,Supplier 5,0.706,33.67,63.07,3.6927,1080,UPS,Sea
ORD1104,26/07/2024,31/07/2024,10/08/2024,Laptops,SKU0104,Premium,1212.04,12.7,1058.11,227,31,Not as Described,240190.97,113118.89,1.8,Female,Retail Store,Credit Card,South,258,197,No,12,10,179.08,Yes,Supplier 2,0.645,559,80.34,1.9663,937,FedEx,Sea
ORD1105,21/08/2023,25/08/2023,03/09/2023,Laptops,SKU0105,Budget,398.16,10.19,357.59,244,9,Changed Mind,87251.96,50109.9,4.1,Unknown,Direct Sales,Cash,West,256,130,No,5,9,110.18,No,Supplier 1,0.897,151.77,93.11,0.6893,970,UPS,Sea
ORD1106,12/06/2023,14/06/2023,24/06/2023,Tablets,SKU0106,Mid-Range,361.33,8.34,331.2,450,64,Defective,149040,88564.61,1.5,Male,Wholesale,Digital Wallet,North,166,270,Yes,17,10,85.39,Yes,Supplier 4,0.409,134.2,23.71,7.6286,648,UPS,Sea
ORD1107,15/01/2022,18/01/2022,24/01/2022,Smartphones,SKU0107,Mid-Range,299.27,10,269.34,487,72,Not as Described,131168.58,65840.57,1.7,Male,Direct Sales,Digital Wallet,West,53,633,Yes,20,6,65.14,Yes,Supplier 5,0.648,134.01,85.97,1.4031,567,OnTrac,Road
ORD1108,21/09/2024,26/09/2024,05/10/2024,Smartwatches,SKU0108,Mid-Range,224.77,2.18,219.87,19,2,Not as Described,4177.53,2607.88,2.3,Male,B2B,Digital Wallet,North,279,18,No,13,9,5,Yes,Supplier 4,0.572,82.35,57.46,4.2537,303,UPS,Road
ORD1109,18/01/2022,20/01/2022,30/01/2022,Smartphones,SKU0109,Premium,883.38,11.76,779.49,337,45,Defective,262688.13,170044.11,2.2,Non-binary,Wholesale,Cash,West,153,202,Yes,9,10,26.31,No,Supplier 4,0.349,274.83,3.43,9.6573,1043,FedEx,Road
ORD1110,17/08/2023,20/08/2023,23/08/2023,Smartwatches,SKU0110,Mid-Range,190.08,9.3,172.4,126,13,Defective,21722.4,11369.98,2.5,Female,B2B,Cash,Central,229,92,No,8,3,24.2,Yes,Supplier 4,0.548,81.97,38.75,6.1249,870,UPS,Road
ORD1111,12/03/2022,14/03/2022,15/03/2022,Headphones,SKU0111,Budget,49.7,0.57,49.42,496,44,Defective,24512.32,11324.28,3.1,Female,Direct Sales,Invoice,West,196,397,Yes,13,1,14.28,Yes,Supplier 1,0.504,26.56,20.34,7.966,1090,FedEx,Road
ORD1112,02/07/2024,07/07/2024,13/07/2024,Headphones,SKU0112,Budget,79.67,1.23,78.69,204,28,Defective,16052.76,10414.72,2,Unknown,Wholesale,Digital Wallet,North,36,102,Yes,13,6,276.92,Yes,Supplier 4,0.35,26.28,5.89,9.4111,1092,DHL,Air
ORD1113,30/08/2024,03/09/2024,12/09/2024,Smartphones,SKU0113,Mid-Range,474.52,8.28,435.23,430,3,Wrong Item,187148.9,119371.56,5,Unknown,Online,Digital Wallet,South,262,258,No,4,9,250.14,No,Supplier 2,0.912,157.04,81.28,1.8722,1037,FedEx,Air
ORD1114,14/05/2024,15/05/2024,18/05/2024,Smartwatches,SKU0114,Premium,570.41,13.88,491.24,125,7,Wrong Item,61405,37815.51,3.8,Male,Wholesale,Invoice,South,39,33,No,8,3,34.49,Yes,Supplier 5,0.783,188.44,73.47,2.6525,935,Aramex,Road
ORD1115,20/06/2024,23/06/2024,24/06/2024,Smartphones,SKU0115,Mid-Range,224.86,14.09,193.18,188,1,Defective,36317.84,22400.82,4.6,Unknown,Online,Digital Wallet,South,127,219,Yes,17,1,5.02,Yes,Supplier 5,0.814,74,56.8,4.3205,723,FedEx,Road
ORD1116,14/07/2024,19/07/2024,22/07/2024,Smartwatches,SKU0116,Budget,122.15,11.39,108.24,41,4,Changed Mind,4437.84,2570.94,3.2,Male,Retail Store,Bank Transfer,North,80,25,No,11,3,43.63,Yes,Supplier 4,0.711,44.47,71.93,2.807,896,UPS,Road
ORD1117,01/09/2024,04/09/2024,09/09/2024,Tablets,SKU0117,Premium,1067.25,14.74,909.94,475,34,Changed Mind,432221.5,185856.32,3.2,Non-binary,B2B,Cash,West,250,111,No,7,5,296.18,Yes,Supplier 4,0.666,518.04,52.53,4.7468,762,FedEx,Air
ORD1118,27/08/2023,28/08/2023,08/09/2023,Tablets,SKU0118,Mid-Range,274.87,9.1,249.86,62,2,Not as Described,15491.32,8141.24,4,Male,Online,Digital Wallet,South,281,46,No,3,11,637.34,No,Supplier 5,0.727,108.27,48.63,5.1373,750,FedEx,Air
ORD1119,07/11/2023,12/11/2023,20/11/2023,Headphones,SKU0119,Budget,72.73,7.62,67.19,311,1,Defective,20896.09,11266.33,5,Unknown,Online,Credit Card,North,194,290,Yes,9,8,250,Yes,Supplier 4,0.799,30.16,50.96,4.9044,1118,UPS,Air
ORD1120,05/03/2022,10/03/2022,16/03/2022,Laptops,SKU0120,Mid-Range,871.41,4.4,833.07,66,9,Defective,54982.62,25783.39,2,Non-binary,Retail Store,Bank Transfer,West,273,62,No,18,6,281.99,Yes,Supplier 2,0.444,438.14,28.96,7.1045,557,OnTrac,Air
ORD1121,23/04/2023,27/04/2023,30/04/2023,Tablets,SKU0121,Mid-Range,591.39,9.44,535.56,351,9,Defective,187981.56,124735.26,4.4,Male,Retail Store,Credit Card,East,98,328,Yes,11,3,80.34,Yes,Supplier 5,0.571,179.96,5.4,9.4601,472,Blue Dart,Sea
ORD1122,17/10/2022,20/10/2022,22/10/2022,Tablets,SKU0122,Mid-Range,459.84,4.3,440.07,476,44,Damaged in Shipping,209473.32,137122.86,3,Male,Retail Store,Digital Wallet,South,129,571,Yes,21,2,17.5,Yes,Supplier 1,0.645,151.96,57.7,4.2302,697,DHL,Road
ORD1123,22/09/2023,26/09/2023,04/10/2023,Tablets,SKU0123,Mid-Range,419.42,12.41,367.37,295,27,Wrong Item,108374.15,59317.14,3,Non-binary,Direct Sales,Bank Transfer,Central,196,334,Yes,19,8,122.41,Yes,Supplier 4,0.74,165.88,81.18,1.8818,820,UPS,Sea
ORD1124,24/07/2023,27/07/2023,06/08/2023,Smartphones,SKU0124,Mid-Range,278.44,2.66,271.03,188,4,Defective,50953.64,25774.23,4.5,Female,Direct Sales,Invoice,East,101,207,Yes,18,10,13.73,Yes,Supplier 4,0.644,133.86,20.8,7.9195,757,FedEx,Road
ORD1125,29/05/2022,30/05/2022,01/06/2022,Smartwatches,SKU0125,Budget,56.51,5.95,53.15,481,70,Not as Described,25565.15,13700.53,1.7,Non-binary,B2B,Bank Transfer,South,298,48,No,3,2,32.02,Yes,Supplier 5,0.552,24.6,60.5,3.9497,818,DHL,Road
ORD1126,10/07/2022,14/07/2022,17/07/2022,Smartphones,SKU0126,Mid-Range,325.93,11.32,289.03,51,5,Damaged in Shipping,14740.53,7072.27,2.8,Non-binary,Retail Store,Invoice,East,282,60,No,19,3,5,Yes,Supplier 4,0.773,150.26,92.33,0.7674,350,FedEx,Road
ORD1127,27/02/2022,03/03/2022,11/03/2022,Smartphones,SKU0127,Mid-Range,344.96,5.18,327.09,330,14,Defective,107939.7,48203.77,4.2,Non-binary,Retail Store,Digital Wallet,Central,150,319,Yes,11,8,355.73,Yes,Supplier 5,0.583,179.94,17.1,8.2899,987,USPS,Air
ORD1128,06/08/2024,10/08/2024,15/08/2024,Smartwatches,SKU0128,Budget,100.47,1.42,99.04,365,46,Damaged in Shipping,36149.6,20370.78,2,Male,Wholesale,Cash,East,97,292,Yes,17,5,153.17,Yes,Supplier 5,0.657,42.81,77.02,2.2977,717,UPS,Sea
ORD1129,31/10/2022,05/11/2022,13/11/2022,Tablets,SKU0129,Mid-Range,598.71,1.34,590.69,382,4,Damaged in Shipping,225643.58,132843.33,4.6,Unknown,Online,Cash,West,95,229,Yes,9,8,100.31,Yes,Supplier 1,0.899,242.67,79.97,2.0025,501,UPS,Sea
ORD1130,08/02/2023,10/02/2023,20/02/2023,Laptops,SKU0130,Budget,367.69,4.57,350.89,73,7,Wrong Item,25614.97,12177.24,3,Male,B2B,Digital Wallet,North,157,49,No,6,10,5,No,Supplier 2,0.627,184.01,54.31,4.5688,242,UPS,Road
ORD1131,20/06/2022,23/06/2022,02/07/2022,Tablets,SKU0131,Premium,715.1,8.94,651.17,24,1,Damaged in Shipping,15628.08,8407.33,3.8,Unknown,B2B,Credit Card,South,188,15,No,11,9,129.71,Yes,Supplier 5,0.732,295.46,54.61,4.5387,518,Aramex,Sea
ORD1132,10/06/2024,13/06/2024,21/06/2024,Headphones,SKU0132,Budget,23.59,8.47,21.59,187,9,Defective,4037.33,1588.53,4,Non-binary,B2B,Invoice,Central,83,206,Yes,17,8,326.35,Yes,Supplier 3,0.577,11.35,17.73,8.2272,1154,UPS,Air
ORD1133,24/07/2024,26/07/2024,06/08/2024,Laptops,SKU0133,Budget,302.11,3.68,290.99,41,4,Changed Mind,11930.59,5061.9,2.6,Female,B2B,Invoice,East,220,52,No,22,11,635.87,Yes,Supplier 4,0.705,152.02,76.21,2.3793,1084,FedEx,Air
ORD1134,10/09/2022,12/09/2022,19/09/2022,Smartphones,SKU0134,Budget,165.21,2.94,160.35,446,29,Defective,71516.1,36528.42,3.7,Unknown,B2B,Digital Wallet,West,215,342,Yes,9,7,279.96,Yes,Supplier 4,0.506,77.82,8.83,9.1167,729,OnTrac,Air
ORD1135,27/01/2024,28/01/2024,29/01/2024,Headphones,SKU0135,Mid-Range,123.95,14.8,105.61,306,2,Wrong Item,32316.66,19344.89,5,Unknown,B2B,Cash,North,285,286,Yes,16,1,12.67,Yes,Supplier 1,0.876,42.35,73.01,2.699,813,FedEx,Road
ORD1136,06/04/2023,11/04/2023,20/04/2023,Smartwatches,SKU0136,Mid-Range,311.91,10.11,280.38,272,25,Changed Mind,76263.36,29561.73,2.9,Female,Retail Store,Bank Transfer,Central,183,200,Yes,13,9,137.95,Yes,Supplier 3,0.769,171.19,87.85,1.2148,703,DHL,Sea
ORD1137,01/10/2024,06/10/2024,12/10/2024,Tablets,SKU0137,Premium,942.87,1.59,927.88,155,16,Defective,143821.4,70917.54,2.6,Female,Online,Bank Transfer,West,188,134,No,16,6,117.41,Yes,Supplier 2,0.516,469.59,29.9,7.0097,999,UPS,Sea
ORD1138,17/06/2023,19/06/2023,21/06/2023,Laptops,SKU0138,Premium,1846.97,14.58,1577.68,136,20,Changed Mind,214564.48,100230.49,1.5,Unknown,B2B,Invoice,South,283,82,No,11,2,47.75,Yes,Supplier 1,0.687,840.34,94.73,0.5274,440,DHL,Road
ORD1139,20/03/2022,24/03/2022,27/03/2022,Tablets,SKU0139,Mid-Range,268.82,6.11,252.4,374,50,Wrong Item,94397.6,44065.35,2,Male,Retail Store,Cash,North,292,237,No,6,3,18.03,Yes,Supplier 2,0.637,134.53,76.42,2.3576,700,DHL,Road
ORD1140,17/09/2022,18/09/2022,21/09/2022,Headphones,SKU0140,Mid-Range,132.1,6.66,123.3,115,16,Defective,14179.5,6626.82,1.9,Female,Retail Store,Bank Transfer,North,104,38,No,4,3,150.13,Yes,Supplier 4,0.47,64.37,38.76,6.1243,367,DHL,Sea
ORD1141,19/01/2022,23/01/2022,03/02/2022,Tablets,SKU0141,Premium,985.82,4.56,940.87,376,11,Changed Mind,353767.12,166246.76,4.4,Non-binary,Online,Digital Wallet,North,39,439,Yes,19,11,46.76,Yes,Supplier 3,0.845,498.6,75.7,2.4304,683,UPS,Road
ORD1142,07/11/2023,11/11/2023,17/11/2023,Laptops,SKU0142,Budget,524.26,0.21,523.16,24,1,Defective,12555.84,7736.75,3.9,Non-binary,Wholesale,Digital Wallet,East,270,32,No,24,6,21.73,Yes,Supplier 5,0.701,199.89,44.78,5.5222,1138,FedEx,Road
ORD1143,19/03/2024,24/03/2024,30/03/2024,Smartwatches,SKU0143,Premium,603.79,12.39,528.98,74,9,Damaged in Shipping,39144.52,15366.8,2.4,Female,Retail Store,Digital Wallet,Central,21,77,Yes,16,6,81.44,Yes,Supplier 3,0.669,320.22,77.57,2.2434,257,UPS,Sea
ORD1144,18/04/2023,20/04/2023,02/05/2023,Laptops,SKU0144,Premium,2388.17,13.53,2065.05,281,12,Defective,580279.05,279169,3.8,Female,B2B,Credit Card,North,165,300,Yes,18,12,647.99,Yes,Supplier 2,0.648,1069.26,33.74,6.6264,469,UPS,Air
ORD1145,10/03/2023,13/03/2023,19/03/2023,Smartphones,SKU0145,Budget,128.88,14.79,109.82,232,30,Changed Mind,25478.24,15836.03,2,Non-binary,Online,Credit Card,North,48,240,Yes,22,6,81.49,Yes,Supplier 5,0.719,41.21,93.98,0.6015,299,FedEx,Sea
ORD1146,22/10/2022,26/10/2022,30/10/2022,Tablets,SKU0146,Premium,1001.18,2.7,974.15,130,9,Changed Mind,126639.5,73084.49,3.4,Female,B2B,Cash,Central,163,48,No,9,4,45.71,Yes,Supplier 3,0.842,411.61,95.72,0.4284,383,DHL,Road
ORD1147,01/05/2023,05/05/2023,14/05/2023,Headphones,SKU0147,Budget,64.38,1.48,63.43,245,22,Damaged in Shipping,15540.35,8907.47,2.9,Female,Direct Sales,Digital Wallet,West,158,237,Yes,10,9,253.08,Yes,Supplier 2,0.784,26.04,90.2,0.9798,964,UPS,Air
ORD1148,01/10/2023,05/10/2023,08/10/2023,Tablets,SKU0148,Budget,179.6,6.14,168.57,185,15,Not as Described,31185.45,18295.19,3.3,Non-binary,Direct Sales,Digital Wallet,North,68,93,Yes,15,3,29.06,Yes,Supplier 4,0.55,69.52,28.08,7.1923,308,FedEx,Road
ORD1149,17/09/2022,22/09/2022,24/09/2022,Laptops,SKU0149,Budget,487.03,0.46,484.79,38,2,Defective,18422.02,9705.8,4,Male,Online,Cash,South,29,39,Yes,19,2,41.2,Yes,Supplier 4,0.548,228.29,9.77,9.0225,675,DHL,Road
ORD1150,15/07/2022,20/07/2022,01/08/2022,Tablets,SKU0150,Mid-Range,519.35,7.35,481.18,100,3,Wrong Item,48118,28355.96,4,Male,Direct Sales,Bank Transfer,North,75,13,No,3,12,95.04,No,Supplier 1,0.935,196.67,99.87,0.013,1136,DHL,Sea
ORD1151,17/03/2022,19/03/2022,31/03/2022,Smartwatches,SKU0151,Budget,65.11,2.16,63.7,194,7,Not as Described,12357.8,6962.93,4,Male,Direct Sales,Digital Wallet,West,235,239,Yes,18,12,131.65,Yes,Supplier 5,0.742,27.13,53.62,4.6381,959,UPS,Sea
ORD1152,20/06/2024,24/06/2024,07/07/2024,Headphones,SKU0152,Budget,62.56,5.23,59.29,127,6,Damaged in Shipping,7529.83,4006.72,3.7,Unknown,B2B,Invoice,East,100,114,Yes,9,13,644.02,No,Supplier 2,0.7,22.67,48.86,5.1136,758,UPS,Air
ORD1153,31/10/2024,03/11/2024,10/11/2024,Smartwatches,SKU0153,Mid-Range,310.34,11,276.2,490,47,Damaged in Shipping,135338,72630.05,2.8,Female,B2B,Cash,West,288,572,Yes,23,7,120.25,Yes,Supplier 5,0.607,127.73,50.09,4.991,902,UPS,Sea
ORD1154,20/03/2024,23/03/2024,31/03/2024,Smartphones,SKU0154,Mid-Range,288.62,11.33,255.92,473,18,Wrong Item,121050.16,58241,4.4,Female,B2B,Invoice,South,197,284,Yes,6,8,84.63,No,Supplier 4,0.869,132.61,85.83,1.4166,704,FedEx,Sea
ORD1155,10/04/2022,12/04/2022,13/04/2022,Laptops,SKU0155,Premium,1320.69,6.46,1235.37,25,2,Not as Described,30884.25,16161.56,3.2,Unknown,Online,Invoice,South,49,8,No,6,1,5.19,Yes,Supplier 5,0.624,588.7,48.24,5.1757,808,DHL,Road
ORD1156,29/04/2023,03/05/2023,15/05/2023,Smartphones,SKU0156,Mid-Range,221.75,5.69,209.13,31,2,Not as Described,6483.03,3525.28,3.4,Unknown,Retail Store,Credit Card,West,121,42,No,23,12,448.61,Yes,Supplier 1,0.738,80.94,71.31,2.8689,1113,OnTrac,Air
ORD1157,22/09/2024,27/09/2024,04/10/2024,Headphones,SKU0157,Budget,48.07,7.58,44.43,361,38,Defective,16039.23,7393.33,2.5,Unknown,Online,Cash,Central,63,277,Yes,6,7,79.37,No,Supplier 1,0.462,23.73,18.02,8.1977,453,USPS,Road
ORD1158,26/10/2024,28/10/2024,30/10/2024,Tablets,SKU0158,Budget,203.82,11.67,180.03,372,42,Not as Described,66971.16,38556.37,2.2,Non-binary,Online,Credit Card,South,194,248,Yes,4,2,131.63,Yes,Supplier 2,0.675,76.03,74.95,2.5048,595,DHL,Sea
ORD1159,04/06/2023,07/06/2023,14/06/2023,Headphones,SKU0159,Premium,237.2,12.52,207.5,36,2,Damaged in Shipping,7470,2491.45,3.5,Non-binary,Retail Store,Cash,West,73,14,No,6,7,341.75,No,Supplier 1,0.834,128.8,85.9,1.41,320,UPS,Air
ORD1160,17/12/2023,19/12/2023,29/12/2023,Smartphones,SKU0160,Mid-Range,463.94,4.61,442.55,166,21,Not as Described,73463.3,45076.98,2,Male,Retail Store,Digital Wallet,East,257,177,No,13,10,40.16,Yes,Supplier 4,0.732,170.76,95.71,0.4289,543,FedEx,Road
ORD1161,10/01/2022,12/01/2022,24/01/2022,Laptops,SKU0161,Premium,1776.5,10.35,1592.63,150,1,Defective,238894.5,123301.97,5,Unknown,Retail Store,Credit Card,Central,237,150,No,22,12,28.03,Yes,Supplier 1,0.732,770.43,35.1,6.49,1035,USPS,Road
ORD1162,19/06/2022,21/06/2022,30/06/2022,Smartwatches,SKU0162,Budget,147.31,2,144.36,254,36,Changed Mind,36667.44,23353.36,2,Male,B2B,Bank Transfer,Central,271,144,No,6,9,55.28,No,Supplier 2,0.496,52.2,44.19,5.5807,552,USPS,Road
ORD1163,25/04/2022,29/04/2022,04/05/2022,Tablets,SKU0163,Budget,137.37,12.61,120.05,188,22,Wrong Item,22569.4,11433.16,2,Unknown,Wholesale,Cash,West,257,194,No,15,5,298.04,Yes,Supplier 5,0.672,57.65,77.65,2.2346,468,UPS,Air
ORD1164,28/03/2022,01/04/2022,05/04/2022,Smartwatches,SKU0164,Premium,398.12,2.27,389.08,352,16,Not as Described,136956.16,64725.68,4.2,Non-binary,B2B,Digital Wallet,Central,32,223,Yes,14,4,250,Yes,Supplier 2,0.635,204.49,31.23,6.8766,404,UPS,Air
ORD1165,01/03/2023,06/03/2023,17/03/2023,Tablets,SKU0165,Mid-Range,438.07,1.42,431.85,71,7,Damaged in Shipping,30661.35,18070.02,2.3,Male,Retail Store,Cash,South,61,24,No,9,11,159.23,No,Supplier 5,0.586,175.1,48.84,5.116,340,FedEx,Sea
ORD1166,10/07/2024,11/07/2024,17/07/2024,Headphones,SKU0166,Premium,333.42,4.9,317.08,354,33,Defective,112246.32,48469.18,2.8,Unknown,Direct Sales,Credit Card,East,133,295,Yes,22,6,251.84,Yes,Supplier 2,0.736,179.45,80.53,1.9467,659,UPS,Air
ORD1167,15/03/2022,16/03/2022,25/03/2022,Tablets,SKU0167,Mid-Range,421.92,11.75,372.34,150,3,Changed Mind,55851,25631,4.7,Female,Retail Store,Digital Wallet,North,58,80,Yes,7,9,250,No,Supplier 5,0.662,199.8,26.69,7.3307,906,FedEx,Air
ORD1168,08/02/2024,13/02/2024,16/02/2024,Smartwatches,SKU0168,Premium,457.99,3.74,440.86,220,8,Defective,96989.2,53744.64,3.9,Female,Wholesale,Bank Transfer,West,155,139,No,12,3,84.96,Yes,Supplier 2,0.602,196.18,19.5,8.0504,394,FedEx,Sea
ORD1169,10/12/2024,12/12/2024,14/12/2024,Smartphones,SKU0169,Mid-Range,401.13,2.04,392.95,476,9,Wrong Item,187044.2,88739.58,4.5,Female,Online,Bank Transfer,East,270,508,Yes,20,2,10.62,Yes,Supplier 3,0.753,206.5,48.15,5.1851,784,FedEx,Road
ORD1170,20/08/2023,25/08/2023,03/09/2023,Headphones,SKU0170,Premium,287.57,13.49,248.78,191,16,Not as Described,47516.98,21883.6,2.9,Non-binary,Retail Store,Credit Card,East,128,159,Yes,23,9,327.79,Yes,Supplier 5,0.697,132.49,66.96,3.3042,798,Blue Dart,Air
ORD1171,11/02/2024,15/02/2024,25/02/2024,Tablets,SKU0171,Mid-Range,581.43,10.62,519.68,382,50,Defective,198517.76,119945.37,1.7,Male,Online,Digital Wallet,East,238,153,No,7,10,25.55,No,Supplier 2,0.454,205.62,28.61,7.1386,651,UPS,Road
ORD1172,21/07/2022,25/07/2022,27/07/2022,Smartwatches,SKU0172,Mid-Range,300.7,2.57,292.97,316,31,Not as Described,92578.52,54140.92,2.4,Unknown,B2B,Digital Wallet,Central,277,421,Yes,21,2,34.12,Yes,Supplier 1,0.684,121.53,70.38,2.9623,617,UPS,Road
ORD1173,26/10/2024,28/10/2024,08/11/2024,Smartphones,SKU0173,Mid-Range,512.55,9.86,462.01,180,15,Not as Described,83161.8,44747.2,3.2,Unknown,Direct Sales,Bank Transfer,West,51,144,Yes,20,11,80,Yes,Supplier 1,0.79,212.97,88.53,1.147,243,UPS,Sea
ORD1174,06/08/2022,11/08/2022,15/08/2022,Tablets,SKU0174,Premium,835.14,5.76,787.04,23,0,,18101.92,10146.51,4.4,Non-binary,Retail Store,Cash,North,201,24,No,16,4,132.65,Yes,Supplier 4,0.656,340.12,20.57,7.9426,442,UPS,Sea
ORD1175,10/06/2024,15/06/2024,17/06/2024,Smartphones,SKU0175,Mid-Range,544.46,9.61,492.14,490,62,Not as Described,241148.6,142637.4,2.2,Unknown,Wholesale,Digital Wallet,East,158,327,Yes,3,2,80,Yes,Supplier 5,0.454,200.88,27.06,7.2938,681,UPS,Sea
ORD1176,20/10/2023,23/10/2023,30/10/2023,Tablets,SKU0176,Mid-Range,504.47,2.82,490.24,193,15,Wrong Item,94616.32,54382.67,3,Male,Direct Sales,Credit Card,East,210,238,Yes,24,7,80,Yes,Supplier 3,0.835,208.05,98.38,0.1621,431,FedEx,Sea
ORD1177,14/11/2022,15/11/2022,20/11/2022,Smartwatches,SKU0177,Premium,516.06,8.27,473.38,256,18,Wrong Item,121185.28,77188.12,3.6,Non-binary,Retail Store,Digital Wallet,South,276,316,Yes,23,5,93.16,Yes,Supplier 1,0.846,171.5,97,0.2996,559,Aramex,Sea
ORD1178,24/12/2024,27/12/2024,08/01/2025,Laptops,SKU0178,Mid-Range,694.49,1.18,686.3,450,7,Changed Mind,308835,195873.74,4.6,Female,Wholesale,Cash,West,213,270,Yes,11,12,60.76,No,Supplier 1,0.965,250.89,99.1,0.0905,697,OnTrac,Road
ORD1179,25/06/2022,26/06/2022,07/07/2022,Smartphones,SKU0179,Premium,872.94,9.22,792.45,138,2,Not as Described,109358.1,47551.52,4.6,Non-binary,Wholesale,Invoice,South,239,51,No,3,11,578.74,No,Supplier 3,0.578,443.68,2.99,9.701,396,DHL,Air
ORD1180,30/06/2024,02/07/2024,05/07/2024,Laptops,SKU0180,Budget,522.98,8.35,479.31,158,6,Changed Mind,75730.98,41231.26,4.4,Female,Wholesale,Cash,West,23,190,Yes,18,3,82.58,Yes,Supplier 3,0.662,217.83,33.16,6.6838,191,FedEx,Sea
ORD1181,14/11/2024,19/11/2024,29/11/2024,Smartphones,SKU0181,Mid-Range,497.8,8.12,457.38,226,13,Defective,103367.88,63041.92,3.7,Male,Online,Bank Transfer,Central,260,181,No,8,10,16.6,No,Supplier 3,0.642,178.36,39.78,6.0224,511,UPS,Road
